2022-04-30 09:59:31,146: 'h'
2022-04-30 09:59:31,335: 'o'
2022-04-30 09:59:31,505: 'l'
2022-04-30 09:59:31,591: 'a'
2022-04-30 09:59:32,073: Key.space
2022-04-30 09:59:32,209: 'm'
2022-04-30 09:59:32,373: 'u'
2022-04-30 09:59:32,457: 'n'
2022-04-30 09:59:32,581: 'd'
2022-04-30 09:59:32,680: 'o'
2022-04-30 10:03:10,173: Key.right
2022-04-30 10:03:11,950: Key.right
2022-04-30 10:03:13,483: Key.right
2022-04-30 10:03:31,079: Key.esc
2022-04-30 10:06:16,319: Key.up
2022-04-30 10:06:17,120: Key.up
2022-04-30 10:06:17,377: Key.up
2022-04-30 10:06:18,025: Key.down
2022-04-30 10:06:18,547: Key.down
2022-04-30 10:06:22,854: Key.down
2022-04-30 10:14:19,411: 'j'
2022-04-30 10:14:19,523: 'a'
2022-04-30 10:14:19,631: 'c'
2022-04-30 10:14:19,823: 'o'
2022-04-30 10:14:20,032: 'n'
2022-04-30 10:14:20,113: Key.space
2022-04-30 10:14:20,274: 'y'
2022-04-30 10:14:20,367: Key.space
2022-04-30 10:14:20,449: 'r'
2022-04-30 10:14:20,571: 'e'
2022-04-30 10:14:20,623: 'b'
2022-04-30 10:14:20,720: 'e'
2022-04-30 10:14:20,857: 'c'
2022-04-30 10:14:20,943: 'a'
2022-04-30 10:14:21,087: Key.enter
2022-04-30 10:17:22,890: 'r'
2022-04-30 10:17:22,966: 'a'
2022-04-30 10:17:23,149: 'q'
2022-04-30 10:17:23,248: 'u'
2022-04-30 10:17:23,335: 'e'
2022-04-30 10:17:23,500: 'l'
2022-04-30 10:17:23,507: Key.space
2022-04-30 10:17:23,853: 'y'
2022-04-30 10:17:23,865: Key.space
2022-04-30 10:17:24,080: 'l'
2022-04-30 10:17:24,182: 'e'
2022-04-30 10:17:24,314: 'a'
2022-04-30 10:17:24,437: Key.enter
2022-04-30 10:18:15,666: 'a'
2022-04-30 10:18:16,205: Key.backspace
2022-04-30 10:18:16,383: Key.backspace
2022-04-30 10:18:17,076: 'j'
2022-04-30 10:18:17,163: 'a'
2022-04-30 10:18:17,331: 'c'
2022-04-30 10:18:17,462: 'o'
2022-04-30 10:18:17,585: 'b'
2022-04-30 10:18:17,695: Key.space
2022-04-30 10:18:17,951: 'y'
2022-04-30 10:18:18,091: Key.space
2022-04-30 10:18:18,242: 'n'
2022-04-30 10:18:18,407: 'a'
2022-04-30 10:18:18,543: 'a'
2022-04-30 10:18:18,738: 'm'
2022-04-30 10:18:18,835: 'a'
2022-04-30 10:18:18,917: 'n'
2022-04-30 10:18:19,095: Key.enter
2022-04-30 10:22:33,857: 'd'
2022-04-30 10:22:34,032: 'y'
2022-04-30 10:22:34,191: 'n'
2022-04-30 10:22:34,288: 'a'
2022-04-30 10:22:34,381: 'm'
2022-04-30 10:22:34,443: 'i'
2022-04-30 10:22:34,528: 'c'
2022-04-30 10:22:34,637: Key.space
2022-04-30 10:22:34,795: 'p'
2022-04-30 10:22:34,873: 'r'
2022-04-30 10:22:34,969: 'o'
2022-04-30 10:22:35,132: 'g'
2022-04-30 10:22:35,194: 'r'
2022-04-30 10:22:36,069: Key.down
2022-04-30 10:22:36,315: Key.down
2022-04-30 10:22:36,566: Key.enter
2022-04-30 10:25:18,960: Key.caps_lock
2022-04-30 10:25:19,132: 'v'
2022-04-30 10:25:19,290: Key.caps_lock
2022-04-30 10:25:19,446: 'e'
2022-04-30 10:25:19,943: 'o'
2022-04-30 10:25:19,985: Key.space
2022-04-30 10:25:20,124: 'a'
2022-04-30 10:25:20,190: Key.space
2022-04-30 10:25:20,314: 't'
2022-04-30 10:25:20,353: 'o'
